Gene_ID,Gene,Immature_Ery
ENSGALG00010024874.1,JMJD4,0
ENSGALG00010024875.1,GAL3ST2,4
ENSGALG00010024876.1,CFLAR,6
ENSGALG00010024877.1,PRPF38A,32
ENSGALG00010024878.1,RHPN2,0
ENSGALG00010024879.1,D2HGDH,55
ENSGALG00010024880.1,NAT10,5
ENSGALG00010024881.1,CASP10,46
ENSGALG00010024882.1,MYL6,216
ENSGALG00010024883.1,ING5,151.193
ENSGALG00010024884.1,ZBTB46,10
ENSGALG00010024885.1,SLC4A1,6917
ENSGALG00010024886.1,ABTB2,5
ENSGALG00010024887.1,CASP18,49
ENSGALG00010024888.1,PITPNM2,22
ENSGALG00010024889.1,SLC2A4RG,0
ENSGALG00010024890.1,SMARCC2,153.989
ENSGALG00010024891.1,PKP1,9
ENSGALG00010024892.1,ENSGALG00010024892.1,3
ENSGALG00010024893.1,ARL6IP4,116
ENSGALG00010024894.1,TUT4,205
ENSGALG00010024895.1,ENSGALG00010024895.1,4
ENSGALG00010024896.1,RNF41,9
ENSGALG00010024897.1,ADAL,181
ENSGALG00010024898.1,NABP2,1
ENSGALG00010024899.1,OGFOD2,18.292
ENSGALG00010024900.1,DTYMK,54.68
ENSGALG00010024901.1,ZGPAT,21
ENSGALG00010024902.1,LARP6,10
ENSGALG00010024903.1,CASP8,4
ENSGALG00010024904.1,ALS2CL,1
ENSGALG00010024905.1,GPX7,0
ENSGALG00010024906.1,ENSGALG00010024906.1,0
ENSGALG00010024907.1,PHLDB1,0
ENSGALG00010024908.1,ENSGALG00010024908.1,19.708
ENSGALG00010024909.1,SLC39A5,4
ENSGALG00010024910.1,UBTF,506.001
ENSGALG00010024911.1,CAT,121
ENSGALG00010024912.1,ENSGALG00010024912.1,0
ENSGALG00010024915.1,STXBP5L,0
ENSGALG00010024916.1,ENSGALG00010024916.1,0
ENSGALG00010024917.1,TRAK2,20
ENSGALG00010024918.1,ATG4B,48.001
ENSGALG00010024919.1,ANKRD52,41
ENSGALG00010024920.1,VIPR2,0
ENSGALG00010024921.1,STRADB,1
ENSGALG00010024922.1,DRD2,0
ENSGALG00010024923.1,ENSGALG00010024923.1,2
ENSGALG00010024924.1,MNX1,1
ENSGALG00010024925.1,GTF2E1,17
ENSGALG00010024926.1,ELF5,0
ENSGALG00010024927.1,NOM1,31
ENSGALG00010024928.1,THAP4,494.999
ENSGALG00010024929.1,ENSGALG00010024929.1,0
ENSGALG00010024930.1,TMEM237,14
ENSGALG00010024931.1,UBE3C,89
ENSGALG00010024932.1,ANKK1,0
ENSGALG00010024933.1,CS,61
ENSGALG00010024934.1,G6PC3,1
ENSGALG00010024935.1,KLHL30,62
ENSGALG00010024936.1,EHF,0
ENSGALG00010024937.1,ILKAP,27
ENSGALG00010024938.1,ENSGALG00010024938.1,0
ENSGALG00010024939.1,COQ10A,49
ENSGALG00010024940.1,RABL3,0
ENSGALG00010024941.1,PDHX,10
ENSGALG00010024942.1,DNAJB6,264
ENSGALG00010024943.1,ABCB9,73
ENSGALG00010024944.1,ENSGALG00010024944.1,49
ENSGALG00010024945.1,APIP,5
ENSGALG00010024946.1,KIF1A,7
ENSGALG00010024947.1,MPP4,2
ENSGALG00010024948.1,HGD,5
ENSGALG00010024949.1,PAN2,35
ENSGALG00010024950.1,NCAM1,0
ENSGALG00010024953.1,NCAPG2,0
ENSGALG00010024954.1,ENSGALG00010024954.1,3
ENSGALG00010024956.1,VPS37B,25
ENSGALG00010024959.1,AGXT,1
ENSGALG00010024960.1,ARFRP1,8
ENSGALG00010024961.1,LSM12,6
ENSGALG00010024962.1,MAB21L4,2
ENSGALG00010024963.1,TNFRSF6B,3
ENSGALG00010024964.1,ITM2C,2
ENSGALG00010024965.1,STAT2,515
ENSGALG00010024966.1,AGAP3,2
ENSGALG00010024968.1,TMEM101,1
ENSGALG00010024970.1,CAB39,14
ENSGALG00010024972.1,ENSGALG00010024972.1,1
ENSGALG00010024973.1,RTEL1,3
ENSGALG00010024974.1,CD44,2
ENSGALG00010024977.1,LRP3,395
ENSGALG00010024979.1,ENSGALG00010024979.1,4
ENSGALG00010024981.1,PPY,0
ENSGALG00010024982.1,BHLHE23,7
ENSGALG00010024983.1,APOF,1
ENSGALG00010024984.1,SHISAL2A,0
ENSGALG00010024986.1,PTS,0
ENSGALG00010024988.1,RNF32,0
ENSGALG00010024989.1,TIMELESS,29.76
ENSGALG00010024994.1,NDUFB4,15
ENSGALG00010024996.1,COA7,42
ENSGALG00010024997.1,HES6,5
ENSGALG00010024999.1,ENSGALG00010024999.1,1
ENSGALG00010025003.1,ENSGALG00010025003.1,26
ENSGALG00010025005.1,HIP1R,46
ENSGALG00010025006.1,ENSGALG00010025006.1,17
ENSGALG00010025007.1,ZYG11B,102
ENSGALG00010025008.1,ENSGALG00010025008.1,0
ENSGALG00010025010.1,SLC7A10,2
ENSGALG00010025012.1,ENSGALG00010025012.1,2
ENSGALG00010025019.1,MIP,1
ENSGALG00010025026.1,DENR,0
ENSGALG00010025028.1,HES6,1
ENSGALG00010025030.1,ENSGALG00010025030.1,3
ENSGALG00010025031.1,ECHDC2,6
ENSGALG00010025032.1,FSTL1,1
ENSGALG00010025039.1,CEBPA,0
ENSGALG00010025042.1,BCO2,0
ENSGALG00010025044.1,TMEM9,13
ENSGALG00010025047.1,PER2,91
ENSGALG00010025048.1,ESYT2,37
ENSGALG00010025055.1,ALS2,28
ENSGALG00010025056.1,RBMS2,19
ENSGALG00010025057.1,SCP2,19
ENSGALG00010025060.1,GPR156,0
ENSGALG00010025063.1,TEX12,0
ENSGALG00010025064.1,GPN3,2
ENSGALG00010025067.1,SLC1A2,0
ENSGALG00010025069.1,PODN,19
ENSGALG00010025071.1,CDK15,0
ENSGALG00010025072.1,ENSGALG00010025072.1,0
ENSGALG00010025073.1,IL18,0
ENSGALG00010025078.1,SLC1A7,0
ENSGALG00010025080.1,BAZ2A,1023
ENSGALG00010025092.1,COL1A1,6.831
ENSGALG00010025097.1,LMBR1,19
ENSGALG00010025098.1,ATP5B,953
ENSGALG00010025102.1,ARPC3,4
ENSGALG00010025103.1,GSK3B,142
ENSGALG00010025113.1,SDHD,26
ENSGALG00010025114.1,CEBPG,12
ENSGALG00010025115.1,MGAT4F,169
ENSGALG00010025116.1,ANAPC7,22
ENSGALG00010025121.1,DYNC2I1,0
ENSGALG00010025125.1,PIK3CB,0
ENSGALG00010025126.1,ENSGALG00010025126.1,21
ENSGALG00010025127.1,PAMR1,2
ENSGALG00010025130.1,ATP2A2,16
ENSGALG00010025131.1,SUMO1,16
ENSGALG00010025138.1,CFAP91,4
ENSGALG00010025139.1,COPB2,64
ENSGALG00010025143.1,ENSGALG00010025143.1,0
ENSGALG00010025144.1,PIH1D2,2
ENSGALG00010025145.1,CPT2,0
ENSGALG00010025147.1,COX17,31
ENSGALG00010025149.1,IFT81,0
ENSGALG00010025154.1,TMEM183A,798
ENSGALG00010025155.1,CZIB,14
ENSGALG00010025156.1,DLAT,30
ENSGALG00010025157.1,NOP58,28
ENSGALG00010025160.1,MRPS22,2
ENSGALG00010025161.1,ENSGALG00010025161.1,155
ENSGALG00010025163.1,LDLRAD3,0
ENSGALG00010025164.1,C11orf52,0
ENSGALG00010025167.1,PTGES3,317.999
ENSGALG00010025168.1,POPDC2,31
ENSGALG00010025169.1,RBP2,0
ENSGALG00010025170.1,COMMD9,39
ENSGALG00010025172.1,RBP1,0
ENSGALG00010025182.1,PLA1A,3
ENSGALG00010025186.1,TMEM120B,2
ENSGALG00010025188.1,PPFIA4,15
ENSGALG00010025190.1,PRR5L,227
ENSGALG00010025192.1,CRYAB,0
ENSGALG00010025195.1,P2RX7,0
ENSGALG00010025200.1,PEPD,0
ENSGALG00010025204.1,TRAF6,65
ENSGALG00010025207.1,BMPR2,9
ENSGALG00010025210.1,HSPB2,0
ENSGALG00010025211.1,RAG1,0
ENSGALG00010025212.1,P2RX4,0
ENSGALG00010025214.1,LRP8,0
ENSGALG00010025215.1,MYOG,3
ENSGALG00010025216.1,DPP6,0
ENSGALG00010025219.1,NACA,812
ENSGALG00010025220.1,NHLH2,0
ENSGALG00010025222.1,FAM117B,0
ENSGALG00010025223.1,CFAP68,0
ENSGALG00010025225.1,DMRTB1,0
ENSGALG00010025228.1,FDXACB1,0
ENSGALG00010025229.1,ENSGALG00010025229.1,6
ENSGALG00010025230.1,CHST8,0
ENSGALG00010025232.1,PRIM1,0
ENSGALG00010025233.1,WDR12,1
ENSGALG00010025236.1,ENSGALG00010025236.1,0
ENSGALG00010025238.1,IGSF9B,0
ENSGALG00010025239.1,RAG2,2
ENSGALG00010025242.1,CLSTN2,0
ENSGALG00010025243.1,PAXIP1,17
ENSGALG00010025245.1,ENSGALG00010025245.1,19
ENSGALG00010025247.1,SGCA,1
ENSGALG00010025248.1,C11orf74,0
ENSGALG00010025250.1,GLIS1,4
ENSGALG00010025252.1,PPP1R9B,5
ENSGALG00010025256.1,ANAPC5,0
ENSGALG00010025257.1,LPCAT2,0
ENSGALG00010025259.1,SHH,6
ENSGALG00010025262.1,CARF,2
ENSGALG00010025263.1,SAMD14,15
ENSGALG00010025265.1,TRIM42,0
ENSGALG00010025268.1,ZBTB39,0
ENSGALG00010025270.1,NDC1,31
ENSGALG00010025271.1,RNF34,7
ENSGALG00010025272.1,NCAPD3,14
ENSGALG00010025274.1,PDK2,99
ENSGALG00010025280.1,HSPB11,3
ENSGALG00010025283.1,ENSGALG00010025283.1,1
ENSGALG00010025286.1,ITGA3,0
ENSGALG00010025289.1,KDM2B,17
ENSGALG00010025291.1,DUS2,3
ENSGALG00010025292.1,ATP1A1,6
ENSGALG00010025297.1,SPSB4,0
ENSGALG00010025298.1,ENSGALG00010025298.1,252
ENSGALG00010025301.1,MORN3,0
ENSGALG00010025303.1,TMCC2,9
ENSGALG00010025304.1,DDX28,6
ENSGALG00010025305.1,GPR182,0
ENSGALG00010025309.1,GALR1L,2
ENSGALG00010025311.1,ENSGALG00010025311.1,0
ENSGALG00010025312.1,PLEKHM3,1
ENSGALG00010025313.1,DIO1,0
ENSGALG00010025315.1,LRRC42,6
ENSGALG00010025316.1,SLC25A36,21
ENSGALG00010025318.1,NUAK2,4
ENSGALG00010025319.1,LDLRAD1,11
ENSGALG00010025320.1,JAM3,0
ENSGALG00010025321.1,ENSGALG00010025321.1,0
ENSGALG00010025323.1,KLHDC8A,1
ENSGALG00010025325.1,DPEP2,33
ENSGALG00010025326.1,ENSGALG00010025326.1,0
ENSGALG00010025327.1,TMEM59,58
ENSGALG00010025329.1,MYO1A,0
ENSGALG00010025330.1,USH1C,1
ENSGALG00010025331.1,ENSGALG00010025331.1,0
ENSGALG00010025333.1,FZD5,0
ENSGALG00010025334.1,RHOF,3
ENSGALG00010025336.1,ADAM10,11
ENSGALG00010025337.1,NEMP1,55
ENSGALG00010025338.1,FADD,16
ENSGALG00010025340.1,METTL21A,0
ENSGALG00010025341.1,VPS26B,8
ENSGALG00010025342.1,TCEANC2,19
ENSGALG00010025343.1,NAB2,0
ENSGALG00010025344.1,ENSGALG00010025344.1,0
ENSGALG00010025345.1,CCM2,123
ENSGALG00010025346.1,PXYLP1,7
ENSGALG00010025348.1,HIPK1,620
ENSGALG00010025349.1,SETD1A,1077
ENSGALG00010025350.1,ENSGALG00010025350.1,0
ENSGALG00010025351.1,CREB1,7
ENSGALG00010025353.1,SLC12A4,73
ENSGALG00010025354.1,ENSGALG00010025354.1,9.665
ENSGALG00010025355.1,STAT6,2
ENSGALG00010025357.1,OLFML3,140
ENSGALG00010025358.1,INCENP,6
ENSGALG00010025359.1,CDCP2,8
ENSGALG00010025360.1,THYN1,0
ENSGALG00010025362.1,G6PC2,0
ENSGALG00010025364.1,EPHA4,0
ENSGALG00010025365.1,SIKE1,7
ENSGALG00010025367.1,ENSGALG00010025367.1,0
ENSGALG00010025368.1,LRP1,2
ENSGALG00010025369.1,ENSGALG00010025369.1,0
ENSGALG00010025370.1,HPD,64.055
ENSGALG00010025372.1,ENSGALG00010025372.1,0
ENSGALG00010025373.1,CYB5RL,1
ENSGALG00010025375.1,ENSGALG00010025375.1,0
ENSGALG00010025377.1,MYO1G,24
ENSGALG00010025378.1,PAX3,0
ENSGALG00010025379.1,ACAD8,4
ENSGALG00010025380.1,SPC25,0
ENSGALG00010025381.1,MRPL37,2
ENSGALG00010025382.1,MAB21L3,2
ENSGALG00010025384.1,SYCP1,0
ENSGALG00010025386.1,TPCN2,30
ENSGALG00010025387.1,PSMD9,379.945
ENSGALG00010025389.1,SNED1,10
ENSGALG00010025390.1,BCL7A,0
ENSGALG00010025392.1,SLC6A2,0
ENSGALG00010025394.1,TSHB,2
ENSGALG00010025397.1,HOXC13,0
ENSGALG00010025398.1,TSPAN2,0
ENSGALG00010025400.1,SLC22A15,0
ENSGALG00010025403.1,ENSGALG00010025403.1,7
ENSGALG00010025404.1,CERS6,0
ENSGALG00010025405.1,TAMALIN,2
ENSGALG00010025406.1,ENSGALG00010025406.1,0
ENSGALG00010025407.1,MLXIP,241
ENSGALG00010025413.1,NECAB3,65
ENSGALG00010025414.1,MMP2,1
ENSGALG00010025415.1,ENSGALG00010025415.1,235
ENSGALG00010025416.1,ENSGALG00010025416.1,0
ENSGALG00010025417.1,B3GAT1,0
ENSGALG00010025418.1,CASQ2,0
ENSGALG00010025419.1,CCND1,12
ENSGALG00010025420.1,STK39,0
ENSGALG00010025421.1,NR4A1,1.421
ENSGALG00010025422.1,SSBP3,505
ENSGALG00010025423.1,NGF,0
ENSGALG00010025424.1,IRX6,0
ENSGALG00010025425.1,ENSGALG00010025425.1,3.198
ENSGALG00010025426.1,ENSGALG00010025426.1,0
ENSGALG00010025427.1,SLC35G2,0
ENSGALG00010025428.1,VANGL1,8
ENSGALG00010025429.1,SCN3B,0
ENSGALG00010025430.1,IRX5,0
ENSGALG00010025431.1,ENSGALG00010025431.1,0
ENSGALG00010025432.1,IRX3,0
ENSGALG00010025433.1,CHPF2,48
ENSGALG00010025434.1,SYT6,6
ENSGALG00010025435.1,SCLY,11
ENSGALG00010025436.1,ENSGALG00010025436.1,0
ENSGALG00010025437.1,ENSGALG00010025437.1,0
ENSGALG00010025438.1,EXOSC6,3
ENSGALG00010025442.1,ABCF2,92
ENSGALG00010025443.1,ENSGALG00010025443.1,0
ENSGALG00010025445.1,B3GNT4,5
ENSGALG00010025446.1,ENSGALG00010025446.1,0
ENSGALG00010025448.1,CHD1L,0
ENSGALG00010025449.1,ENSGALG00010025449.1,3.802
ENSGALG00010025451.1,LRRC43,73
ENSGALG00010025452.1,TRIM33,30
ENSGALG00010025454.1,ENSGALG00010025454.1,0
ENSGALG00010025458.1,BCAS2,90
ENSGALG00010025459.1,DIABLO,9
ENSGALG00010025464.1,VPS33A,226
ENSGALG00010025465.1,ENSGALG00010025465.1,1
ENSGALG00010025470.1,ORAOV1,6
ENSGALG00010025472.1,ZCCHC8,96
ENSGALG00010025473.1,PARS2,15
ENSGALG00010025476.1,ENSGALG00010025476.1,0
ENSGALG00010025477.1,ENSGALG00010025477.1,75
ENSGALG00010025480.1,FGF19,0
ENSGALG00010025481.1,TMEM39A,33
ENSGALG00010025482.1,ENSGALG00010025482.1,0
ENSGALG00010025483.1,FGF4,0
ENSGALG00010025485.1,DENND2C,14
ENSGALG00010025486.1,B3GALT1,1
ENSGALG00010025487.1,FGF3,0
ENSGALG00010025488.1,SLC4A8,0
ENSGALG00010025490.1,ENSGALG00010025490.1,34
ENSGALG00010025491.1,ZMYND11,71
ENSGALG00010025495.1,ENSGALG00010025495.1,0
ENSGALG00010025496.1,ATG101,13
ENSGALG00010025498.1,ENSGALG00010025498.1,0
ENSGALG00010025499.1,STAC3,0
ENSGALG00010025504.1,AMPD1,22
ENSGALG00010025505.1,ENSGALG00010025505.1,0
ENSGALG00010025506.1,R3HDM2,118
ENSGALG00010025507.1,ATP12A,2
ENSGALG00010025508.1,ENSGALG00010025508.1,2
ENSGALG00010025510.1,ENSGALG00010025510.1,0
ENSGALG00010025512.1,NRAS,95
ENSGALG00010025513.1,RSRC2,362
ENSGALG00010025520.1,ACOT11,13
ENSGALG00010025522.1,SUMO3,72
ENSGALG00010025523.1,B4GALT4,11
ENSGALG00010025527.1,KNTC1,0
ENSGALG00010025531.1,ENSGALG00010025531.1,0
ENSGALG00010025533.1,INHBC,3
ENSGALG00010025534.1,ENSGALG00010025534.1,1
ENSGALG00010025536.1,CIMAP2,1
ENSGALG00010025538.1,ANO1,1
ENSGALG00010025541.1,TTC21B,0
ENSGALG00010025544.1,CSDE1,324
ENSGALG00010025546.1,ENSGALG00010025546.1,0
ENSGALG00010025548.1,ENSGALG00010025548.1,1
ENSGALG00010025549.1,DHCR24,0
ENSGALG00010025552.1,HOXC12,0
ENSGALG00010025553.1,UBE2G2,63
ENSGALG00010025554.1,DIP2C,2
ENSGALG00010025556.1,ENSGALG00010025556.1,0
ENSGALG00010025557.1,VPS29,22
ENSGALG00010025558.1,GALNT3,1
ENSGALG00010025559.1,SLC6A17,12
ENSGALG00010025560.1,ENSGALG00010025560.1,0
ENSGALG00010025562.1,GRAMD1B,5
ENSGALG00010025563.1,TSPEAR,154
ENSGALG00010025564.1,RAD9B,3
ENSGALG00010025565.1,ENSGALG00010025565.1,1344.982
ENSGALG00010025568.1,MYL3,0
ENSGALG00010025569.1,PPTC7,97
ENSGALG00010025571.1,SRSF3,151
ENSGALG00010025572.1,ENSGALG00010025572.1,387
ENSGALG00010025573.1,CLMP,4
ENSGALG00010025574.1,ARHGAP31,0
ENSGALG00010025575.1,TRPM2,313
ENSGALG00010025577.1,PTH2R,1
ENSGALG00010025578.1,ORMDL2,14
ENSGALG00010025579.1,CSRNP3,0
ENSGALG00010025580.1,RASSF7,0
ENSGALG00010025581.1,ENSGALG00010025581.1,22
ENSGALG00010025582.1,DMAP1,432
ENSGALG00010025584.1,ENSGALG00010025584.1,0
ENSGALG00010025585.1,SARNP,16
ENSGALG00010025586.1,TCTN1,1
ENSGALG00010025587.1,LRRC56,0
ENSGALG00010025588.1,ENSGALG00010025588.1,1
ENSGALG00010025590.1,HRAS,10
ENSGALG00010025591.1,OTOS,1
ENSGALG00010025592.1,HSPA8,23424
ENSGALG00010025593.1,AQP2,0
ENSGALG00010025594.1,UPK1B,0
ENSGALG00010025595.1,ERI3,10
ENSGALG00010025597.1,SCN2A,3
ENSGALG00010025598.1,ENSGALG00010025598.1,0
ENSGALG00010025599.1,COPS9,15
ENSGALG00010025600.1,ENSGALG00010025600.1,382
ENSGALG00010025602.1,ENSGALG00010025602.1,0
ENSGALG00010025603.1,ENSGALG00010025603.1,0
ENSGALG00010025604.1,HVCN1,0
ENSGALG00010025605.1,ENSGALG00010025605.1,0
ENSGALG00010025606.1,CCDC12,255.971
ENSGALG00010025608.1,ENSGALG00010025608.1,1
ENSGALG00010025609.1,ENSGALG00010025609.1,0
ENSGALG00010025610.1,RNH1,7
ENSGALG00010025612.1,TMEM53,15
ENSGALG00010025613.1,CDKN1A,25
ENSGALG00010025614.1,BSX,10
ENSGALG00010025615.1,AQP5,0
ENSGALG00010025617.1,ENSGALG00010025617.1,0
ENSGALG00010025618.1,ADIPOQ,9
ENSGALG00010025620.1,ENSGALG00010025620.1,2
ENSGALG00010025621.1,PPP1CC,5
ENSGALG00010025623.1,ENSGALG00010025623.1,110
ENSGALG00010025624.1,ARMH1,13
ENSGALG00010025626.1,ENSGALG00010025626.1,0
ENSGALG00010025628.1,ENSGALG00010025628.1,0
ENSGALG00010025629.1,ST6GAL1,4
ENSGALG00010025631.1,CCDC63,0
ENSGALG00010025632.1,ENSGALG00010025632.1,0
ENSGALG00010025635.1,CHKA,28
ENSGALG00010025637.1,C6orf89,82
ENSGALG00010025638.1,ENSGALG00010025638.1,3
ENSGALG00010025639.1,MYL2,10
ENSGALG00010025640.1,SLC38A11,0
ENSGALG00010025642.1,RPS8,174
ENSGALG00010025643.1,ENSGALG00010025643.1,0
ENSGALG00010025644.1,ENSGALG00010025644.1,10
ENSGALG00010025645.1,NBEAL2,14
ENSGALG00010025647.1,JHY,0
ENSGALG00010025648.1,ENSGALG00010025648.1,0
ENSGALG00010025650.1,PPP1R1A,0
ENSGALG00010025652.1,KMT5B,129
ENSGALG00010025653.1,IGSF11,2
ENSGALG00010025654.1,CRTAM,1
ENSGALG00010025656.1,ENSGALG00010025656.1,0
ENSGALG00010025657.1,ENSGALG00010025657.1,0
ENSGALG00010025658.1,PDE1B,0
ENSGALG00010025659.1,COBLL1,0
ENSGALG00010025660.1,KIF2C,2
ENSGALG00010025661.1,SNRPE,2
ENSGALG00010025662.1,ENSGALG00010025662.1,1
ENSGALG00010025664.1,GPR55,0
ENSGALG00010025665.1,ENSGALG00010025665.1,0
ENSGALG00010025666.1,CUX2,28
ENSGALG00010025667.1,TAS2R40,0
ENSGALG00010025669.1,ENSGALG00010025669.1,2
ENSGALG00010025670.1,ENSGALG00010025670.1,0
ENSGALG00010025671.1,ENSGALG00010025671.1,0
ENSGALG00010025674.1,GRB14,0
ENSGALG00010025679.1,ENSGALG00010025679.1,0
ENSGALG00010025685.1,NCKAP1L,5
ENSGALG00010025686.1,ENSGALG00010025686.1,4.464
ENSGALG00010025688.1,BEST4,14
ENSGALG00010025691.1,ENSGALG00010025691.1,0
ENSGALG00010025692.1,ENSGALG00010025692.1,0
ENSGALG00010025695.1,ENSGALG00010025695.1,0
ENSGALG00010025696.1,MTCH1,0
ENSGALG00010025700.1,ENSGALG00010025700.1,0
ENSGALG00010025702.1,GTSF2,8
ENSGALG00010025703.1,UBASH3B,20
ENSGALG00010025705.1,ACSL3,0
ENSGALG00010025706.1,ENSGALG00010025706.1,0
ENSGALG00010025708.1,HOXC8,0
ENSGALG00010025710.1,ENSGALG00010025710.1,1
ENSGALG00010025719.1,HOXC11,0
ENSGALG00010025720.1,PHETA1,72.21
ENSGALG00010025721.1,ENSGALG00010025721.1,2
ENSGALG00010025723.1,SETD2,429
ENSGALG00010025727.1,GLI1,4
ENSGALG00010025734.1,PLK3,20
ENSGALG00010025735.1,ENSGALG00010025735.1,4
ENSGALG00010025736.1,KIF9,0
ENSGALG00010025737.1,ENSGALG00010025737.1,0
ENSGALG00010025738.1,SOX13,64
ENSGALG00010025743.1,SH2B3,1296
ENSGALG00010025745.1,COX14,3
ENSGALG00010025748.1,ETNK2,13
ENSGALG00010025753.1,SORL1,9
ENSGALG00010025755.1,ENSGALG00010025755.1,89
ENSGALG00010025762.1,ENSGALG00010025762.1,0
ENSGALG00010025782.1,ENSGALG00010025782.1,0
ENSGALG00010025787.1,KCNE4,0
ENSGALG00010025790.1,LRP5,3
ENSGALG00010025791.1,FIGN,2
ENSGALG00010025799.1,SC5D,4
ENSGALG00010025800.1,ARL2BP,2
ENSGALG00010025801.1,PTPN7,0
ENSGALG00010025805.1,ATXN2,436
ENSGALG00010025806.1,TECTA,174
ENSGALG00010025809.1,ENSGALG00010025809.1,3
ENSGALG00010025816.1,EVX2,0
ENSGALG00010025817.1,DYNLT4,4
ENSGALG00010025820.1,ENSGALG00010025820.1,0
ENSGALG00010025822.1,KLF7,0
ENSGALG00010025829.1,ENSGALG00010025829.1,7
ENSGALG00010025830.1,TBCEL,262
ENSGALG00010025831.1,BRAP,134
ENSGALG00010025832.1,ENKD1,8
ENSGALG00010025835.1,PPP6R3,83
ENSGALG00010025836.1,ENSGALG00010025836.1,0
ENSGALG00010025837.1,ENSGALG00010025837.1,36
ENSGALG00010025846.1,GRIK4,1
ENSGALG00010025847.1,DEF6,14
ENSGALG00010025849.1,OBSCN,34
ENSGALG00010025852.1,BTBD19,4
ENSGALG00010025855.1,CPO,0
ENSGALG00010025858.1,ENSGALG00010025858.1,0.999
ENSGALG00010025862.1,PTCH2,40
ENSGALG00010025865.1,LGR6,174
ENSGALG00010025869.1,FASTKD2,2
ENSGALG00010025870.1,ENSGALG00010025870.1,21
ENSGALG00010025871.1,ENSGALG00010025871.1,0
ENSGALG00010025874.1,MDH1B,0
ENSGALG00010025875.1,ENSGALG00010025875.1,0
ENSGALG00010025877.1,ENSGALG00010025877.1,0
ENSGALG00010025881.1,GAL,1
ENSGALG00010025882.1,LDHD,18
ENSGALG00010025886.1,ALDH2,57
ENSGALG00010025887.1,ZNF76,46
ENSGALG00010025889.1,TESMIN,0
ENSGALG00010025890.1,SCG2,0
ENSGALG00010025891.1,NUP93,1
ENSGALG00010025892.1,ZC3H11A,1092
ENSGALG00010025893.1,ENSGALG00010025893.1,0
ENSGALG00010025894.1,DYTN,0
ENSGALG00010025897.1,MAPKAPK5,41
ENSGALG00010025899.1,ENSGALG00010025899.1,0
ENSGALG00010025900.1,FAM237A,0
ENSGALG00010025902.1,ENSGALG00010025902.1,0
ENSGALG00010025903.1,ENSGALG00010025903.1,2
ENSGALG00010025904.1,RPL10A,67
ENSGALG00010025905.1,CPT1A,13
ENSGALG00010025907.1,ARHGEF12,546
ENSGALG00010025910.1,HEATR3,40
ENSGALG00010025913.1,EIF2B3,31
ENSGALG00010025914.1,ENSGALG00010025914.1,0
ENSGALG00010025917.1,SCUBE3,7
ENSGALG00010025919.1,RGS9BP,36
ENSGALG00010025920.1,GTSF1,0
ENSGALG00010025924.1,TMEM116,0
ENSGALG00010025925.1,KLHL18,108
ENSGALG00010025926.1,ENSGALG00010025926.1,0
ENSGALG00010025927.1,ENSGALG00010025927.1,0
ENSGALG00010025929.1,NELFE,12
ENSGALG00010025931.1,TMEM136,0
ENSGALG00010025932.1,AP1S3,0
ENSGALG00010025933.1,SKIC2,470
ENSGALG00010025935.1,CATH3,8
ENSGALG00010025936.1,GOSR2,21
ENSGALG00010025937.1,ENSGALG00010025937.1,0
ENSGALG00010025938.1,ERP29,1
ENSGALG00010025939.1,TMEM136-1,6
ENSGALG00010025940.1,HECTD3,272
ENSGALG00010025941.1,ENSGALG00010025941.1,0
ENSGALG00010025942.1,ENSGALG00010025942.1,0
ENSGALG00010025943.1,CATH1,0
ENSGALG00010025946.1,KRT5,1.725
ENSGALG00010025947.1,CATHB1,0
ENSGALG00010025948.1,WNT9B,1
ENSGALG00010025949.1,GPATCH1,55
ENSGALG00010025951.1,TBRG4,133
ENSGALG00010025953.1,POU2F3,0
ENSGALG00010025954.1,TUBA1A,1.471
ENSGALG00010025956.1,ENSGALG00010025956.1,0
ENSGALG00010025957.1,ENSGALG00010025957.1,3
ENSGALG00010025958.1,HOXC9,0
ENSGALG00010025959.1,UROD,217.001
ENSGALG00010025960.1,CMKLR2,5
ENSGALG00010025962.1,ENSGALG00010025962.1,0
ENSGALG00010025963.1,OAF,0
ENSGALG00010025964.1,HOXC10,0.999
ENSGALG00010025968.1,FADS2,0
ENSGALG00010025970.1,KLHL12,33
ENSGALG00010025971.1,TRAFD1,645
ENSGALG00010025972.1,WNT3,4
ENSGALG00010025974.1,EEF1B2,95
ENSGALG00010025976.1,NAA25,14
ENSGALG00010025978.1,TRIM29,0
ENSGALG00010025980.1,HECTD4,169
ENSGALG00010025982.1,SERPINE2,0
ENSGALG00010025983.1,RNF26,62
ENSGALG00010025984.1,NDUFS1,43
ENSGALG00010025985.1,CHCHD10,18
ENSGALG00010025986.1,RAB3IL1,185
ENSGALG00010025988.1,NSF,26
ENSGALG00010025990.1,FAM124B,144
ENSGALG00010025992.1,MMP11,3
ENSGALG00010025993.1,MEIOC,2
ENSGALG00010025994.1,INO80D,84
ENSGALG00010025995.1,BEST1,55
ENSGALG00010025996.1,CUL3,39
ENSGALG00010025997.1,CCDC43,57
ENSGALG00010025998.1,SMARCB1,19
ENSGALG00010025999.1,DBF4B,54
ENSGALG00010026001.1,ANKS1A,343.001
ENSGALG00010026002.1,FTH1,11291
ENSGALG00010026003.1,NECTIN1,0
ENSGALG00010026004.1,ENSGALG00010026004.1,30.795
